Boundarynumber	Year	Dayofyear	Hour	Minute	Second	Orbitnumber	XMSO(km)	YMSO(km)	ZMSO(km)
3.0	2011.0	102.0	16.0	6.0	6.0	51.0	3219.428	-1460.293	2549.312
4.0	2011.0	102.0	16.0	6.0	37.7	51.0	3147.34	-1415.272	2580.453
5.0	2011.0	102.0	17.0	29.0	57.2	51.0	-3842.471	1318.038	-6171.718
6.0	2011.0	102.0	17.0	34.0	24.5	51.0	-3765.624	1205.739	-6663.711
7.0	2011.0	102.0	18.0	18.0	11.5	51.0	-2546.981	-23.241	-10489.867
8.0	2011.0	102.0	18.0	22.0	40.5	51.0	-2395.01	-153.225	-10798.091
1.0	2011.0	103.0	4.0	11.0	11.1	52.0	3080.066	-1486.212	2592.583
2.0	2011.0	103.0	4.0	14.0	14.9	52.0	2654.002	-1206.481	2754.679
3.0	2011.0	103.0	4.0	19.0	20.5	52.0	1880.16	-712.415	2948.459
4.0	2011.0	103.0	4.0	21.0	51.4	52.0	1465.709	-455.36	2998.154
5.0	2011.0	103.0	5.0	29.0	32.1	52.0	-3869.921	1544.811	-5612.98
6.0	2011.0	103.0	5.0	31.0	13.0	52.0	-3850.16	1504.595	-5811.85
7.0	2011.0	103.0	6.0	15.0	26.8	52.0	-2780.492	263.157	-9971.999
8.0	2011.0	103.0	6.0	18.0	43.7	52.0	-2676.243	165.078	-10214.787
1.0	2011.0	103.0	16.0	8.0	38.3	53.0	3876.697	-2174.293	2147.129
2.0	2011.0	103.0	16.0	9.0	40.7	53.0	3757.444	-2087.27	2220.57
3.0	2011.0	103.0	16.0	18.0	44.8	53.0	2598.572	-1265.754	2762.575
4.0	2011.0	103.0	16.0	20.0	16.2	53.0	2380.073	-1115.683	2830.654
5.0	2011.0	103.0	17.0	36.0	29.9	53.0	-3799.031	1591.141	-5916.057
6.0	2011.0	103.0	17.0	39.0	35.4	53.0	-3756.908	1513.078	-6267.582
7.0	2011.0	103.0	18.0	9.0	42.6	53.0	-3075.146	651.352	-9173.595
8.0	2011.0	103.0	18.0	12.0	18.9	53.0	-3000.824	572.42	-9386.024
1.0	2011.0	104.0	4.0	13.0	23.3	54.0	3770.738	-2246.805	2175.863
2.0	2011.0	104.0	4.0	13.0	46.5	54.0	3728.048	-2213.795	2202.644
3.0	2011.0	104.0	4.0	23.0	2.8	54.0	2569.706	-1342.323	2760.896
4.0	2011.0	104.0	4.0	23.0	41.7	54.0	2478.914	-1275.951	2791.223
5.0	2011.0	104.0	5.0	31.0	33.7	54.0	-3827.086	1913.421	-4779.212
6.0	2011.0	104.0	5.0	36.0	39.0	54.0	-3798.875	1800.434	-5413.795
7.0	2011.0	104.0	6.0	5.0	31.7	54.0	-3284.231	1001.187	-8434.117
8.0	2011.0	104.0	6.0	5.0	55.9	54.0	-3274.289	989.049	-8470.018
1.0	2011.0	104.0	16.0	10.0	2.3	55.0	4473.674	-2988.822	1601.276
2.0	2011.0	104.0	16.0	15.0	49.9	55.0	3909.005	-2515.437	2040.641
3.0	2011.0	104.0	16.0	24.0	39.9	55.0	2891.52	-1693.556	2619.139
4.0	2011.0	104.0	16.0	26.0	1.2	55.0	2716.744	-1556.221	2692.342
5.0	2011.0	104.0	17.0	42.0	16.2	55.0	-3741.053	1876.039	-5562.756
6.0	2011.0	104.0	17.0	47.0	24.0	55.0	-3686.485	1746.299	-6160.44
7.0	2011.0	104.0	18.0	30.0	15.1	55.0	-2715.401	445.27	-10093.624
8.0	2011.0	104.0	18.0	30.0	19.0	55.0	-2713.461	443.11	-10098.552
1.0	2011.0	105.0	4.0	15.0	10.1	56.0	4319.648	-3046.302	1662.9
2.0	2011.0	105.0	4.0	17.0	53.4	56.0	4065.886	-2820.557	1870.888
3.0	2011.0	105.0	4.0	33.0	5.6	56.0	2310.076	-1331.252	2823.626
4.0	2011.0	105.0	4.0	34.0	24.3	56.0	2129.306	-1184.786	2876.077
5.0	2011.0	105.0	5.0	49.0	34.6	56.0	-3664.822	1904.98	-5909.018
6.0	2011.0	105.0	5.0	50.0	1.7	56.0	-3660.143	1893.364	-5961.059
7.0	2011.0	105.0	6.0	30.0	23.9	56.0	-2824.011	660.709	-9774.386
8.0	2011.0	105.0	6.0	32.0	12.9	56.0	-2774.026	600.69	-9913.019
1.0	2011.0	105.0	16.0	19.0	49.8	57.0	4206.993	-3134.997	1688.044
2.0	2011.0	105.0	16.0	22.0	50.9	57.0	3929.213	-2874.569	1917.752
3.0	2011.0	105.0	16.0	34.0	51.4	57.0	2610.801	-1685.443	2700.706
4.0	2011.0	105.0	16.0	37.0	20.7	57.0	2286.197	-1403.959	2820.034
5.0	2011.0	105.0	17.0	49.0	17.6	57.0	-3650.242	2120.85	-5355.319
6.0	2011.0	105.0	17.0	55.0	53.3	57.0	-3595.175	1954.016	-6129.935
7.0	2011.0	105.0	18.0	34.0	0.8	57.0	-2829.196	764.059	-9715.599
8.0	2011.0	105.0	18.0	34.0	7.0	57.0	-2826.571	760.692	-9723.348
1.0	2011.0	106.0	4.0	33.0	22.0	58.0	3234.498	-2382.635	2354.494
2.0	2011.0	106.0	4.0	34.0	8.0	58.0	3151.575	-2303.764	2404.48
3.0	2011.0	106.0	4.0	41.0	38.0	58.0	2255.707	-1471.619	2817.876
4.0	2011.0	106.0	4.0	44.0	20.0	58.0	1892.851	-1144.798	2920.62
5.0	2011.0	106.0	5.0	43.0	37.0	58.0	-3592.076	2426.359	-4058.774
6.0	2011.0	106.0	5.0	45.0	25.0	58.0	-3601.096	2394.911	-4301.773
7.0	2011.0	106.0	6.0	29.0	49.0	58.0	-3020.061	1133.016	-9022.929
8.0	2011.0	106.0	6.0	30.0	14.0	58.0	-3010.348	1118.991	-9057.928
1.0	2011.0	106.0	16.0	35.0	30.0	59.0	3394.551	-2694.822	2204.879
2.0	2011.0	106.0	16.0	36.0	14.0	59.0	3321.253	-2620.422	2255.54
3.0	2011.0	106.0	16.0	47.0	47.0	59.0	1981.232	-1307.211	2890.554
4.0	2011.0	106.0	16.0	52.0	22.0	59.0	1342.92	-712.289	3004.336
5.0	2011.0	106.0	17.0	50.0	47.0	59.0	-3541.98	2472.68	-4434.912
6.0	2011.0	106.0	17.0	51.0	22.0	59.0	-3543.622	2461.47	-4511.725
7.0	2011.0	106.0	18.0	35.0	8.0	59.0	-2971.03	1182.156	-9102.258
8.0	2011.0	106.0	18.0	36.0	8.0	59.0	-2948.327	1147.763	-9185.254
1.0	2011.0	107.0	4.0	37.0	1.0	60.0	3585.255	-3067.567	2002.775
2.0	2011.0	107.0	4.0	37.0	13.0	60.0	3567.176	-3047.916	2017.444
3.0	2011.0	107.0	4.0	41.0	53.0	60.0	3120.243	-2568.023	2344.036
4.0	2011.0	107.0	4.0	48.0	54.0	60.0	2347.002	-1763.495	2753.306
5.0	2011.0	107.0	6.0	5.0	48.0	60.0	-3459.505	2324.421	-5762.378
6.0	2011.0	107.0	6.0	11.0	10.0	60.0	-3415.138	2178.094	-6374.788
7.0	2011.0	107.0	6.0	47.0	40.0	60.0	-2757.376	973.372	-9757.44
8.0	2011.0	107.0	6.0	59.0	48.0	60.0	-2458.622	536.086	-10641.629
1.0	2011.0	107.0	16.0	37.0	36.0	61.0	3818.185	-3524.59	1719.481
2.0	2011.0	107.0	16.0	37.0	55.0	61.0	3792.679	-3494.832	1743.894
3.0	2011.0	107.0	16.0	51.0	26.0	61.0	2505.677	-2046.536	2660.612
4.0	2011.0	107.0	16.0	54.0	18.0	61.0	2174.709	-1689.907	2803.272
5.0	2011.0	107.0	18.0	8.0	0.0	61.0	-3409.942	2470.935	-5505.853
6.0	2011.0	107.0	18.0	14.0	25.0	61.0	-3369.114	2299.943	-6251.009
7.0	2011.0	107.0	18.0	54.0	20.0	61.0	-2681.673	963.285	-9933.264
8.0	2011.0	107.0	19.0	6.0	24.0	61.0	-2391.731	519.361	-10793.993
1.0	2011.0	108.0	4.0	42.0	49.0	62.0	3655.653	-3537.651	1787.107
2.0	2011.0	108.0	4.0	43.0	28.0	62.0	3603.671	-3474.003	1836.626
3.0	2011.0	108.0	4.0	54.0	44.0	62.0	2562.313	-2238.161	2603.094
4.0	2011.0	108.0	4.0	59.0	50.0	62.0	1989.009	-1587.593	2854.587
5.0	2011.0	108.0	6.0	5.0	22.0	62.0	-3348.07	2718.456	-4632.798
6.0	2011.0	108.0	6.0	10.0	21.0	62.0	-3351.356	2609.188	-5262.191
7.0	2011.0	108.0	6.0	52.0	48.0	62.0	-2785.05	1251.234	-9476.015
8.0	2011.0	108.0	7.0	4.0	25.0	62.0	-2529.772	821.454	-10353.841
1.0	2011.0	108.0	16.0	45.0	43.0	63.0	3671.041	-3771.561	1676.375
2.0	2011.0	108.0	16.0	46.0	9.0	63.0	3638.688	-3729.464	1709.977
3.0	2011.0	108.0	17.0	1.0	12.0	63.0	2279.37	-2032.845	2718.65
4.0	2011.0	108.0	17.0	4.0	7.0	63.0	1953.261	-1645.249	2852.725
5.0	2011.0	108.0	18.0	11.0	8.0	63.0	-3282.412	2776.488	-4815.046
6.0	2011.0	108.0	18.0	16.0	43.0	63.0	-3280.87	2647.149	-5506.918
7.0	2011.0	108.0	19.0	24.0	20.0	63.0	-2150.903	292.246	-11389.104
8.0	2011.0	108.0	20.0	4.0	15.0	63.0	-1128.727	-1241.31	-13440.435
1.0	2011.0	109.0	4.0	45.0	11.0	64.0	3902.86	-4323.778	1289.956
2.0	2011.0	109.0	4.0	45.0	21.0	64.0	3892.146	-4308.71	1303.412
3.0	2011.0	109.0	5.0	1.0	5.0	64.0	2666.746	-2654.827	2464.307
4.0	2011.0	109.0	5.0	4.0	10.0	64.0	2366.751	-2268.825	2646.292
5.0	2011.0	109.0	6.0	11.0	8.0	64.0	-3189.844	2943.963	-4245.806
6.0	2011.0	109.0	6.0	17.0	29.0	64.0	-3215.265	2817.58	-5067.949
7.0	2011.0	109.0	7.0	8.0	31.0	64.0	-2584.893	1131.19	-10017.201
8.0	2011.0	109.0	7.0	8.0	39.0	64.0	-2582.191	1126.097	-10027.15
1.0	2011.0	109.0	16.0	51.0	49.0	65.0	3644.643	-4206.004	1474.272
2.0	2011.0	109.0	16.0	52.0	5.0	65.0	3627.209	-4180.392	1495.461
3.0	2011.0	109.0	17.0	6.0	36.0	65.0	2489.119	-2573.355	2537.033
4.0	2011.0	109.0	17.0	7.0	39.0	65.0	2389.971	-2438.911	2598.664
5.0	2011.0	109.0	18.0	13.0	45.0	65.0	-3099.808	3052.949	-4011.741
6.0	2011.0	109.0	18.0	22.0	39.0	65.0	-3144.7	2881.313	-5170.0
7.0	2011.0	109.0	18.0	57.0	56.0	65.0	-2822.434	1764.022	-8819.122
8.0	2011.0	109.0	19.0	1.0	24.0	65.0	-2765.426	1635.337	-9112.723
1.0	2011.0	110.0	5.0	0.0	19.0	66.0	3261.53	-3874.628	1799.667
2.0	2011.0	110.0	5.0	1.0	18.0	66.0	3192.671	-3770.113	1874.336
3.0	2011.0	110.0	5.0	14.0	19.0	66.0	2104.874	-2183.85	2725.17
4.0	2011.0	110.0	5.0	17.0	55.0	66.0	1736.092	-1671.683	2884.516
5.0	2011.0	110.0	6.0	22.0	29.0	66.0	-3056.351	3057.399	-4597.547
6.0	2011.0	110.0	6.0	27.0	9.0	66.0	-3072.073	2957.874	-5189.429
7.0	2011.0	110.0	7.0	5.0	12.0	66.0	-2733.76	1727.269	-9067.182
8.0	2011.0	110.0	7.0	11.0	34.0	66.0	-2628.744	1484.326	-9584.267
1.0	2011.0	110.0	17.0	4.0	24.0	67.0	3178.59	-3981.835	1780.697
2.0	2011.0	110.0	17.0	7.0	37.0	67.0	2957.396	-3628.472	2022.08
3.0	2011.0	110.0	17.0	16.0	21.0	67.0	2259.459	-2550.779	2601.085
4.0	2011.0	110.0	17.0	18.0	13.0	67.0	2089.194	-2295.891	2703.21
5.0	2011.0	110.0	18.0	26.0	44.0	67.0	-2978.723	3136.528	-4585.813
6.0	2011.0	110.0	18.0	33.0	25.0	67.0	-3000.009	2989.62	-5424.941
7.0	2011.0	110.0	19.0	6.0	48.0	67.0	-2730.881	1901.21	-8834.48
8.0	2011.0	110.0	19.0	15.0	44.0	67.0	-2595.316	1558.786	-9570.37
1.0	2011.0	111.0	4.0	59.0	29.0	68.0	3603.003	-4978.786	1042.83
2.0	2011.0	111.0	5.0	1.0	15.0	68.0	3511.158	-4815.08	1187.277
3.0	2011.0	111.0	5.0	20.0	28.0	68.0	2212.491	-2635.201	2588.93
4.0	2011.0	111.0	5.0	21.0	29.0	68.0	2124.738	-2495.798	2646.377
5.0	2011.0	111.0	6.0	33.0	7.0	68.0	-2911.477	3171.041	-4849.259
6.0	2011.0	111.0	6.0	39.0	0.0	68.0	-2925.926	3034.091	-5574.566
7.0	2011.0	111.0	7.0	18.0	9.0	68.0	-2585.871	1700.68	-9417.21
8.0	2011.0	111.0	7.0	29.0	6.0	68.0	-2412.903	1265.511	-10253.053
1.0	2011.0	111.0	16.0	58.0	8.0	69.0	3735.546	-5566.348	572.036
2.0	2011.0	111.0	17.0	5.0	16.0	69.0	3404.805	-4930.716	1161.675
3.0	2011.0	111.0	17.0	17.0	1.0	69.0	2721.721	-3684.051	2076.105
4.0	2011.0	111.0	17.0	20.0	39.0	69.0	2466.86	-3238.155	2329.505
5.0	2011.0	111.0	18.0	38.0	25.0	69.0	-2836.903	3223.674	-4971.423
6.0	2011.0	111.0	18.0	45.0	30.0	69.0	-2850.721	3050.693	-5829.864
7.0	2011.0	111.0	19.0	40.0	24.0	69.0	-2269.291	1041.946	-10741.441
8.0	2011.0	111.0	19.0	46.0	6.0	69.0	-2171.992	806.066	-11118.217
1.0	2011.0	112.0	5.0	1.0	33.0	70.0	3631.688	-5733.776	495.658
2.0	2011.0	112.0	5.0	2.0	7.0	70.0	3609.026	-5686.321	543.009
3.0	2011.0	112.0	5.0	20.0	2.0	70.0	2711.158	-3905.549	1980.154
4.0	2011.0	112.0	5.0	20.0	56.0	70.0	2654.82	-3799.285	2046.264
5.0	2011.0	112.0	6.0	43.0	43.0	70.0	-2761.133	3273.31	-5092.584
6.0	2011.0	112.0	6.0	51.0	1.0	70.0	-2774.735	3089.538	-5966.94
7.0	2011.0	112.0	7.0	55.0	54.0	70.0	-2061.971	631.884	-11461.159
8.0	2011.0	112.0	8.0	9.0	30.0	70.0	-1823.141	56.479	-12241.758
1.0	2011.0	112.0	17.0	9.0	37.0	71.0	3340.599	-5495.79	807.003
2.0	2011.0	112.0	17.0	21.0	2.0	71.0	2801.025	-4352.926	1728.241
3.0	2011.0	112.0	17.0	30.0	34.0	71.0	2215.969	-3188.425	2412.524
4.0	2011.0	112.0	17.0	33.0	31.0	71.0	2003.33	-2781.468	2593.104
5.0	2011.0	112.0	18.0	40.0	23.0	71.0	-2618.873	3481.839	-4095.971
6.0	2011.0	112.0	18.0	48.0	54.0	71.0	-2683.793	3322.658	-5198.348
7.0	2011.0	112.0	19.0	43.0	14.0	71.0	-2300.954	1400.58	-10334.498
8.0	2011.0	112.0	19.0	49.0	4.0	71.0	-2217.949	1156.984	-10741.503
1.0	2011.0	113.0	5.0	11.0	48.0	72.0	3284.289	-5767.501	628.572
2.0	2011.0	113.0	5.0	12.0	13.0	72.0	3268.835	-5730.852	663.307
3.0	2011.0	113.0	5.0	32.0	30.0	72.0	2288.93	-3558.42	2253.064
4.0	2011.0	113.0	5.0	34.0	37.0	72.0	2154.166	-3278.772	2394.754
5.0	2011.0	113.0	6.0	46.0	57.0	72.0	-2556.476	3512.858	-4395.945
6.0	2011.0	113.0	6.0	53.0	1.0	72.0	-2600.518	3393.808	-5172.183
7.0	2011.0	113.0	8.0	5.0	18.0	72.0	-2020.364	705.125	-11506.283
8.0	2011.0	113.0	8.0	11.0	36.0	72.0	-1924.709	433.891	-11877.806
1.0	2011.0	113.0	17.0	17.0	24.0	73.0	3095.684	-5731.893	734.603
2.0	2011.0	113.0	17.0	18.0	25.0	73.0	3058.824	-5638.993	819.048
3.0	2011.0	113.0	17.0	33.0	38.0	73.0	2379.66	-4017.597	2026.106
4.0	2011.0	113.0	17.0	37.0	19.0	73.0	2171.06	-3548.231	2286.777
5.0	2011.0	113.0	18.0	47.0	35.0	73.0	-2426.585	3626.464	-3897.236
6.0	2011.0	113.0	18.0	58.0	18.0	73.0	-2521.838	3435.926	-5289.976
7.0	2011.0	113.0	20.0	9.0	2.0	73.0	-2011.984	782.142	-11470.177
8.0	2011.0	113.0	20.0	14.0	23.0	73.0	-1937.009	550.092	-11788.87
1.0	2011.0	114.0	5.0	22.0	27.0	74.0	2928.866	-5738.739	794.777
2.0	2011.0	114.0	5.0	30.0	45.0	74.0	2613.661	-4908.624	1472.24
3.0	2011.0	114.0	5.0	42.0	59.0	74.0	2005.94	-3417.795	2376.532
4.0	2011.0	114.0	5.0	45.0	51.0	74.0	1831.986	-3012.878	2555.894
5.0	2011.0	114.0	6.0	49.0	37.0	74.0	-2303.485	3706.796	-3577.445
6.0	2011.0	114.0	6.0	55.0	40.0	74.0	-2382.404	3635.046	-4404.858
7.0	2011.0	114.0	7.0	36.0	59.0	74.0	-2370.28	2361.513	-8822.184
8.0	2011.0	114.0	7.0	46.0	14.0	74.0	-2294.06	1988.762	-9584.083
1.0	2011.0	114.0	17.0	32.0	6.0	75.0	2605.05	-5285.364	1232.818
2.0	2011.0	114.0	17.0	35.0	28.0	75.0	2476.585	-4927.311	1503.558
3.0	2011.0	114.0	17.0	46.0	30.0	75.0	1964.977	-3575.798	2323.176
4.0	2011.0	114.0	17.0	49.0	24.0	75.0	1802.711	-3168.442	2509.437
5.0	2011.0	114.0	18.0	57.0	30.0	75.0	-2263.74	3728.098	-4071.346
6.0	2011.0	114.0	19.0	1.0	15.0	75.0	-2306.196	3672.429	-4570.466
7.0	2011.0	114.0	19.0	40.0	49.0	75.0	-2315.679	2439.512	-8779.928
8.0	2011.0	114.0	19.0	48.0	19.0	75.0	-2263.328	2137.895	-9405.744
1.0	2011.0	115.0	5.0	34.0	5.0	76.0	2551.803	-5584.39	1041.521
2.0	2011.0	115.0	5.0	36.0	7.0	76.0	2485.037	-5378.276	1207.907
3.0	2011.0	115.0	5.0	53.0	16.0	76.0	1749.075	-3276.665	2481.449
4.0	2011.0	115.0	5.0	54.0	55.0	76.0	1657.822	-3033.947	2580.908
5.0	2011.0	115.0	7.0	3.0	20.0	76.0	-2191.357	3763.227	-4275.314
6.0	2011.0	115.0	7.0	4.0	22.0	76.0	-2203.299	3747.951	-4412.591
7.0	2011.0	115.0	7.0	49.0	35.0	76.0	-2230.868	2318.602	-9156.297
8.0	2011.0	115.0	7.0	58.0	45.0	76.0	-2167.184	1939.579	-9883.664
1.0	2011.0	115.0	17.0	35.0	11.0	77.0	2505.658	-5957.582	775.047
2.0	2011.0	115.0	17.0	35.0	25.0	77.0	2499.311	-5935.492	794.435
3.0	2011.0	115.0	17.0	52.0	58.0	77.0	1886.46	-3961.121	2173.461
4.0	2011.0	115.0	17.0	54.0	42.0	77.0	1808.009	-3726.632	2293.48
5.0	2011.0	115.0	19.0	4.0	21.0	77.0	-2054.582	3854.225	-3825.987
6.0	2011.0	115.0	19.0	12.0	42.0	77.0	-2152.653	3730.89	-4931.253
7.0	2011.0	115.0	20.0	20.0	58.0	77.0	-1979.313	1218.731	-11134.997
8.0	2011.0	115.0	20.0	30.0	36.0	77.0	-1888.896	791.551	-11726.662
1.0	2011.0	116.0	5.0	35.0	56.0	78.0	2443.977	-6344.833	476.908
2.0	2011.0	116.0	5.0	41.0	48.0	78.0	2300.742	-5792.881	965.173
3.0	2011.0	116.0	5.0	56.0	3.0	78.0	1838.792	-4168.479	2085.139
4.0	2011.0	116.0	6.0	0.0	7.0	78.0	1668.419	-3614.579	2366.878
5.0	2011.0	116.0	7.0	15.0	55.0	78.0	-2050.886	3803.815	-4791.443
6.0	2011.0	116.0	7.0	21.0	38.0	78.0	-2099.203	3682.041	-5499.876
7.0	2011.0	116.0	8.0	27.0	49.0	78.0	-1929.733	1155.79	-11295.809
8.0	2011.0	116.0	8.0	29.0	13.0	78.0	-1918.315	1093.527	-11383.057
1.0	2011.0	116.0	17.0	43.0	26.0	79.0	2220.985	-6107.761	742.415
2.0	2011.0	116.0	17.0	46.0	56.0	79.0	2139.166	-5764.259	1032.206
3.0	2011.0	116.0	18.0	1.0	4.0	79.0	1711.016	-4118.354	2135.349
4.0	2011.0	116.0	18.0	7.0	35.0	79.0	1444.189	-3188.072	2564.009
5.0	2011.0	116.0	19.0	9.0	38.0	79.0	-1809.684	3969.179	-3353.265
6.0	2011.0	116.0	19.0	19.0	59.0	79.0	-1955.559	3857.735	-4759.701
7.0	2011.0	116.0	20.0	5.0	55.0	79.0	-2046.09	2339.905	-9432.006
8.0	2011.0	116.0	20.0	16.0	43.0	79.0	-1997.186	1881.876	-10255.734
1.0	2011.0	117.0	5.0	42.0	13.0	80.0	2173.644	-6662.161	279.11
2.0	2011.0	117.0	5.0	46.0	55.0	80.0	2088.19	-6238.127	672.712
3.0	2011.0	117.0	6.0	2.0	30.0	80.0	1703.437	-4534.074	1924.147
4.0	2011.0	117.0	6.0	4.0	56.0	80.0	1625.351	-4217.936	2103.052
5.0	2011.0	117.0	7.0	26.0	52.0	80.0	-1888.389	3856.052	-5084.546
6.0	2011.0	117.0	7.0	30.0	59.0	80.0	-1924.358	3763.998	-5586.186
7.0	2011.0	117.0	8.0	28.0	8.0	80.0	-1918.446	1620.745	-10753.679
8.0	2011.0	117.0	8.0	34.0	48.0	80.0	-1882.325	1324.886	-11191.897
1.0	2011.0	117.0	17.0	44.0	19.0	81.0	2043.0	-6900.936	92.517
2.0	2011.0	117.0	17.0	44.0	40.0	81.0	2038.115	-6871.611	121.945
3.0	2011.0	117.0	18.0	6.0	57.0	81.0	1588.98	-4556.044	1934.116
4.0	2011.0	117.0	18.0	9.0	14.0	81.0	1522.797	-4257.319	2101.86
5.0	2011.0	117.0	19.0	19.0	13.0	81.0	-1632.469	4051.099	-3490.49
6.0	2011.0	117.0	19.0	24.0	59.0	81.0	-1721.294	4003.826	-4285.451
7.0	2011.0	117.0	20.0	28.0	22.0	81.0	-1894.502	1847.686	-10471.78
8.0	2011.0	117.0	20.0	34.0	16.0	81.0	-1871.693	1587.684	-10876.117
1.0	2011.0	118.0	5.0	53.0	15.0	82.0	1815.779	-6544.104	479.989
2.0	2011.0	118.0	5.0	56.0	39.0	82.0	1766.184	-6224.755	764.0
3.0	2011.0	118.0	6.0	12.0	56.0	82.0	1435.246	-4374.304	2057.24
4.0	2011.0	118.0	6.0	16.0	53.0	82.0	1324.314	-3827.495	2333.758
5.0	2011.0	118.0	7.0	24.0	5.0	82.0	-1543.612	4088.127	-3569.402
6.0	2011.0	118.0	7.0	31.0	1.0	82.0	-1647.028	4021.877	-4513.138
7.0	2011.0	118.0	8.0	9.0	32.0	82.0	-1871.307	2864.69	-8649.62
8.0	2011.0	118.0	8.0	12.0	41.0	82.0	-1873.135	2739.217	-8921.89
1.0	2011.0	118.0	17.0	53.0	54.0	83.0	1696.262	-6909.37	171.975
2.0	2011.0	118.0	18.0	3.0	2.0	83.0	1586.624	-6059.844	935.426
3.0	2011.0	118.0	18.0	20.0	3.0	83.0	1260.763	-4021.712	2255.896
4.0	2011.0	118.0	18.0	22.0	19.0	83.0	1200.701	-3693.48	2407.328
5.0	2011.0	118.0	19.0	23.0	54.0	83.0	-1360.276	4120.889	-2917.821
6.0	2011.0	118.0	19.0	31.0	36.0	83.0	-1496.231	4104.72	-4014.997
7.0	2011.0	118.0	20.0	26.0	7.0	83.0	-1811.903	2408.561	-9665.53
8.0	2011.0	118.0	20.0	26.0	15.0	83.0	-1811.892	2402.931	-9675.928
1.0	2011.0	119.0	6.0	3.0	4.0	84.0	1484.846	-6512.736	578.877
2.0	2011.0	119.0	6.0	6.0	52.0	84.0	1444.663	-6144.185	895.397
3.0	2011.0	119.0	6.0	21.0	14.0	84.0	1227.717	-4480.643	2033.134
4.0	2011.0	119.0	6.0	25.0	33.0	84.0	1136.041	-3879.518	2336.27
5.0	2011.0	119.0	7.0	30.0	15.0	84.0	-1299.895	4161.056	-3217.882
6.0	2011.0	119.0	7.0	35.0	25.0	84.0	-1388.813	4144.366	-3947.64
7.0	2011.0	119.0	8.0	28.0	56.0	84.0	-1751.752	2515.796	-9548.219
8.0	2011.0	119.0	8.0	29.0	41.0	84.0	-1752.577	2484.32	-9607.365
1.0	2011.0	119.0	18.0	6.0	45.0	85.0	1331.084	-6604.752	525.877
2.0	2011.0	119.0	18.0	7.0	50.0	85.0	1322.947	-6503.253	616.533
3.0	2011.0	119.0	18.0	28.0	26.0	85.0	1068.554	-4110.67	2239.023
4.0	2011.0	119.0	18.0	30.0	20.0	85.0	1032.233	-3835.808	2367.447
5.0	2011.0	119.0	19.0	32.0	52.0	85.0	-1166.217	4185.121	-2969.849
6.0	2011.0	119.0	19.0	39.0	13.0	85.0	-1279.938	4180.912	-3877.764
7.0	2011.0	119.0	20.0	21.0	5.0	85.0	-1653.73	3050.258	-8527.777
8.0	2011.0	119.0	20.0	21.0	31.0	85.0	-1655.427	3033.423	-8566.239
1.0	2011.0	120.0	6.0	9.0	25.0	86.0	1178.347	-6784.937	387.536
2.0	2011.0	120.0	6.0	14.0	52.0	86.0	1148.85	-6268.085	843.028
3.0	2011.0	120.0	6.0	31.0	22.0	86.0	988.352	-4327.756	2142.063
4.0	2011.0	120.0	6.0	34.0	19.0	86.0	944.06	-3907.218	2345.632
5.0	2011.0	120.0	7.0	37.0	32.0	86.0	-1071.493	4214.773	-3023.019
6.0	2011.0	120.0	7.0	40.0	28.0	86.0	-1126.097	4221.759	-3448.662
7.0	2011.0	120.0	8.0	26.0	56.0	86.0	-1586.79	3030.555	-8663.919
8.0	2011.0	120.0	8.0	28.0	57.0	86.0	-1595.868	2951.04	-8838.916
1.0	2011.0	120.0	18.0	9.0	25.0	87.0	1021.491	-7185.085	24.576
2.0	2011.0	120.0	18.0	10.0	35.0	87.0	1019.65	-7086.65	122.776
3.0	2011.0	120.0	18.0	32.0	49.0	87.0	911.133	-4734.422	1932.628
4.0	2011.0	120.0	18.0	43.0	27.0	87.0	780.365	-3180.256	2641.463
5.0	2011.0	120.0	19.0	36.0	15.0	87.0	-852.532	4167.447	-2173.608
6.0	2011.0	120.0	19.0	40.0	15.0	87.0	-937.617	4227.528	-2786.61
7.0	2011.0	120.0	20.0	28.0	40.0	87.0	-1497.959	3168.621	-8435.54
8.0	2011.0	120.0	20.0	46.0	2.0	87.0	-1581.164	2464.459	-9872.378
1.0	2011.0	121.0	6.0	8.0	47.0	88.0	841.69	-7602.294	-391.817
2.0	2011.0	121.0	6.0	10.0	7.0	88.0	843.355	-7499.088	-279.731
3.0	2011.0	121.0	6.0	41.0	14.0	88.0	767.323	-4193.841	2229.527
4.0	2011.0	121.0	6.0	46.0	52.0	88.0	713.213	-3341.969	2590.765
5.0	2011.0	121.0	7.0	38.0	22.0	88.0	-701.659	4133.274	-1827.465
6.0	2011.0	121.0	7.0	55.0	27.0	88.0	-1025.439	4238.238	-4326.628
7.0	2011.0	121.0	8.0	28.0	12.0	88.0	-1385.863	3382.594	-7996.453
8.0	2011.0	121.0	8.0	34.0	56.0	88.0	-1433.854	3129.975	-8609.983
1.0	2011.0	121.0	18.0	28.0	45.0	89.0	689.778	-6236.993	921.096
2.0	2011.0	121.0	18.0	28.0	49.0	89.0	689.831	-6230.206	926.617
3.0	2011.0	121.0	18.0	50.0	25.0	89.0	637.096	-3478.491	2546.002
4.0	2011.0	121.0	18.0	53.0	11.0	89.0	615.159	-3028.231	2701.241
5.0	2011.0	121.0	19.0	40.0	38.0	89.0	-553.978	4083.237	-1498.585
6.0	2011.0	121.0	19.0	44.0	23.0	89.0	-638.659	4194.004	-2098.785
