Boundarynumber	Year	Dayofyear	Hour	Minute	Second	Orbitnumber	XMSO(km)	YMSO(km)	ZMSO(km)
4.0	2014.0	185.0	19.0	52.0	42.0	3225.0	-3702.428	-1984.359	-4385.315
5.0	2014.0	185.0	21.0	2.0	10.0	3225.0	3003.995	1825.174	1867.467
6.0	2014.0	185.0	21.0	7.0	24.0	3225.0	3565.514	2276.586	1386.692
7.0	2014.0	185.0	21.0	31.0	47.0	3225.0	5225.98	3747.023	-1084.147
8.0	2014.0	185.0	21.0	34.0	0.0	3225.0	5321.307	3841.856	-1306.931
1.0	2014.0	186.0	3.0	13.0	35.0	3226.0	-2855.328	-793.807	-8399.359
2.0	2014.0	186.0	3.0	14.0	36.0	3226.0	-2887.948	-825.592	-8323.06
3.0	2014.0	186.0	3.0	53.0	40.0	3226.0	-3734.689	-1887.818	-4522.326
4.0	2014.0	186.0	3.0	56.0	12.0	3226.0	-3744.84	-1935.962	-4206.154
5.0	2014.0	186.0	4.0	58.0	43.0	3226.0	2325.858	1235.42	2301.795
6.0	2014.0	186.0	5.0	0.0	33.0	3226.0	2577.225	1419.195	2168.587
7.0	2014.0	186.0	5.0	5.0	23.0	3226.0	3174.167	1866.715	1765.94
8.0	2014.0	186.0	5.0	8.0	42.0	3226.0	3533.222	2144.102	1459.71
1.0	2014.0	186.0	11.0	19.0	39.0	3227.0	-2997.387	-857.352	-8094.335
2.0	2014.0	186.0	11.0	24.0	42.0	3227.0	-3151.753	-1008.724	-7685.579
3.0	2014.0	186.0	11.0	53.0	30.0	3227.0	-3754.019	-1765.978	-4793.944
4.0	2014.0	186.0	11.0	55.0	49.0	3227.0	-3771.228	-1813.172	-4513.141
5.0	2014.0	186.0	13.0	3.0	17.0	3227.0	2694.904	1430.352	2116.848
6.0	2014.0	186.0	13.0	4.0	53.0	3227.0	2901.47	1577.759	1987.49
7.0	2014.0	186.0	13.0	14.0	42.0	3227.0	3960.946	2364.991	1077.04
8.0	2014.0	186.0	13.0	15.0	37.0	3227.0	4043.831	2429.095	985.82
1.0	2014.0	186.0	19.0	22.0	54.0	3228.0	-3049.818	-830.687	-8001.822
2.0	2014.0	186.0	19.0	28.0	11.0	3228.0	-3211.836	-984.91	-7567.218
3.0	2014.0	186.0	19.0	52.0	58.0	3228.0	-3759.83	-1632.817	-5100.709
4.0	2014.0	186.0	19.0	54.0	31.0	3228.0	-3777.418	-1666.557	-4919.714
5.0	2014.0	186.0	21.0	5.0	24.0	3228.0	2730.447	1380.076	2112.687
6.0	2014.0	186.0	21.0	6.0	56.0	3228.0	2931.144	1517.203	1988.644
7.0	2014.0	186.0	21.0	12.0	2.0	3228.0	3532.277	1938.189	1534.831
8.0	2014.0	186.0	21.0	18.0	25.0	3228.0	4158.396	2395.295	912.279
1.0	2014.0	187.0	3.0	15.0	6.0	3229.0	-2728.314	-478.976	-8741.063
2.0	2014.0	187.0	3.0	16.0	14.0	3229.0	-2768.428	-512.454	-8660.89
3.0	2014.0	187.0	3.0	44.0	56.0	3229.0	-3614.873	-1314.649	-6199.421
4.0	2014.0	187.0	3.0	47.0	16.0	3229.0	-3663.36	-1373.154	-5957.997
5.0	2014.0	187.0	5.0	7.0	53.0	3229.0	2814.641	1360.603	2079.465
6.0	2014.0	187.0	5.0	10.0	32.0	3229.0	3155.699	1585.138	1857.902
7.0	2014.0	187.0	5.0	21.0	20.0	3229.0	4282.239	2363.537	826.673
8.0	2014.0	187.0	5.0	21.0	48.0	3229.0	4322.704	2392.727	779.572
1.0	2014.0	187.0	10.0	59.0	22.0	3230.0	-2054.531	95.387	-9857.184
2.0	2014.0	187.0	11.0	9.0	4.0	3230.0	-2433.906	-187.337	-9282.116
3.0	2014.0	187.0	11.0	49.0	2.0	3230.0	-3683.151	-1289.315	-5990.761
4.0	2014.0	187.0	11.0	51.0	50.0	3230.0	-3737.727	-1356.483	-5692.788
5.0	2014.0	187.0	13.0	13.0	9.0	3230.0	3256.106	1563.053	1809.523
6.0	2014.0	187.0	13.0	15.0	47.0	3230.0	3566.479	1763.142	1570.323
7.0	2014.0	187.0	13.0	35.0	15.0	3230.0	5206.806	2904.037	-385.268
8.0	2014.0	187.0	13.0	35.0	20.0	3230.0	5211.882	2907.866	-393.804
1.0	2014.0	187.0	18.0	25.0	42.0	3231.0	-533.075	1133.424	-11391.732
2.0	2014.0	187.0	19.0	16.0	35.0	3231.0	-2642.776	-290.021	-8926.108
3.0	2014.0	187.0	19.0	43.0	27.0	3231.0	-3524.07	-1021.572	-6755.302
4.0	2014.0	187.0	19.0	46.0	19.0	3231.0	-3597.581	-1094.318	-6477.796
5.0	2014.0	187.0	21.0	20.0	1.0	3231.0	3842.287	1838.63	1364.909
6.0	2014.0	187.0	21.0	22.0	31.0	3231.0	4099.132	2002.477	1121.054
7.0	2014.0	187.0	21.0	39.0	1.0	3231.0	5369.141	2869.032	-559.1
8.0	2014.0	187.0	21.0	42.0	7.0	3231.0	5542.436	2997.495	-874.617
1.0	2014.0	188.0	2.0	48.0	58.0	3232.0	-1431.331	579.003	-10587.007
2.0	2014.0	188.0	3.0	8.0	30.0	3232.0	-2247.379	44.58	-9572.131
3.0	2014.0	188.0	3.0	51.0	42.0	3232.0	-3697.822	-1098.265	-6145.721
4.0	2014.0	188.0	3.0	55.0	20.0	3232.0	-3775.586	-1183.347	-5764.138
5.0	2014.0	188.0	5.0	18.0	31.0	3232.0	3471.187	1514.247	1698.878
6.0	2014.0	188.0	5.0	24.0	7.0	3232.0	4093.352	1886.816	1167.005
7.0	2014.0	188.0	5.0	38.0	12.0	3232.0	5248.713	2630.793	-263.878
8.0	2014.0	188.0	5.0	41.0	4.0	3232.0	5427.633	2754.421	-557.292
1.0	2014.0	188.0	10.0	51.0	48.0	3233.0	-1449.328	589.429	-10553.244
2.0	2014.0	188.0	10.0	56.0	28.0	3233.0	-1650.948	466.657	-10333.604
3.0	2014.0	188.0	11.0	54.0	58.0	3233.0	-3746.002	-1046.947	-6023.294
4.0	2014.0	188.0	12.0	4.0	51.0	3233.0	-3923.222	-1262.051	-4927.342
5.0	2014.0	188.0	13.0	17.0	26.0	3233.0	3095.813	1216.271	1973.993
6.0	2014.0	188.0	13.0	21.0	42.0	3233.0	3637.056	1515.599	1596.416
7.0	2014.0	188.0	13.0	39.0	51.0	3233.0	5275.787	2500.406	-221.009
8.0	2014.0	188.0	13.0	41.0	5.0	3233.0	5356.95	2553.404	-347.445
1.0	2014.0	188.0	18.0	46.0	50.0	3234.0	-1122.157	797.545	-10856.907
2.0	2014.0	188.0	18.0	52.0	47.0	3234.0	-1385.896	648.003	-10602.994
3.0	2014.0	188.0	19.0	56.0	12.0	3234.0	-3746.337	-947.081	-6111.501
4.0	2014.0	188.0	20.0	4.0	10.0	3234.0	-3907.013	-1121.265	-5247.911
5.0	2014.0	188.0	21.0	17.0	53.0	3234.0	2893.435	1033.097	2105.269
6.0	2014.0	188.0	21.0	22.0	36.0	3234.0	3525.888	1361.328	1703.392
7.0	2014.0	188.0	21.0	45.0	50.0	3234.0	5579.031	2544.407	-621.538
8.0	2014.0	188.0	21.0	45.0	58.0	3234.0	5587.04	2549.54	-635.132
1.0	2014.0	189.0	3.0	3.0	11.0	3235.0	-1737.26	474.416	-10207.529
2.0	2014.0	189.0	3.0	3.0	17.0	3235.0	-1741.636	471.958	-10202.472
3.0	2014.0	189.0	4.0	3.0	25.0	3235.0	-3877.197	-977.425	-5565.143
4.0	2014.0	189.0	4.0	9.0	52.0	3235.0	-3982.472	-1108.351	-4826.762
5.0	2014.0	189.0	5.0	20.0	11.0	3235.0	2948.396	986.473	2086.835
6.0	2014.0	189.0	5.0	25.0	13.0	3235.0	3622.664	1319.138	1653.377
7.0	2014.0	189.0	5.0	33.0	19.0	3235.0	4507.273	1780.265	868.775
8.0	2014.0	189.0	5.0	35.0	50.0	3235.0	4739.532	1906.864	614.218
1.0	2014.0	189.0	11.0	4.0	38.0	3236.0	-1696.276	527.112	-10239.749
2.0	2014.0	189.0	11.0	14.0	27.0	3236.0	-2125.446	294.057	-9712.361
3.0	2014.0	189.0	12.0	8.0	42.0	3236.0	-3955.457	-957.626	-5206.637
4.0	2014.0	189.0	12.0	12.0	1.0	3236.0	-4005.202	-1022.297	-4819.171
5.0	2014.0	189.0	13.0	20.0	17.0	3236.0	2672.092	787.858	2236.648
6.0	2014.0	189.0	13.0	25.0	50.0	3236.0	3464.491	1151.558	1784.404
7.0	2014.0	189.0	13.0	40.0	2.0	3236.0	4965.097	1900.416	396.939
8.0	2014.0	189.0	13.0	40.0	9.0	3236.0	4974.885	1905.626	385.007
1.0	2014.0	189.0	18.0	59.0	4.0	3237.0	-1335.514	736.211	-10602.479
2.0	2014.0	189.0	19.0	7.0	26.0	3237.0	-1714.141	548.126	-10204.108
3.0	2014.0	189.0	20.0	5.0	49.0	3237.0	-3875.366	-770.122	-5758.206
4.0	2014.0	189.0	20.0	9.0	40.0	3237.0	-3954.056	-848.088	-5334.071
5.0	2014.0	189.0	21.0	20.0	20.0	3237.0	2362.149	592.924	2374.506
6.0	2014.0	189.0	21.0	25.0	12.0	3237.0	3115.871	911.327	2015.748
7.0	2014.0	189.0	21.0	40.0	4.0	3237.0	4826.946	1701.17	604.771
8.0	2014.0	189.0	21.0	41.0	19.0	3237.0	4937.986	1756.425	477.397
1.0	2014.0	190.0	3.0	15.0	56.0	3238.0	-1987.175	446.584	-9864.792
2.0	2014.0	190.0	3.0	16.0	1.0	3238.0	-1990.877	444.762	-9860.174
3.0	2014.0	190.0	4.0	8.0	14.0	3238.0	-3897.379	-690.297	-5723.05
4.0	2014.0	190.0	4.0	11.0	12.0	3238.0	-3959.734	-749.07	-5396.678
5.0	2014.0	190.0	5.0	24.0	44.0	3238.0	2752.024	688.016	2213.819
6.0	2014.0	190.0	5.0	27.0	49.0	3238.0	3213.458	873.808	1970.483
7.0	2014.0	190.0	5.0	37.0	35.0	3238.0	4415.834	1388.38	1063.025
8.0	2014.0	190.0	5.0	38.0	10.0	3238.0	4476.744	1415.779	1005.046
1.0	2014.0	190.0	11.0	30.0	52.0	3239.0	-2536.736	220.859	-9088.394
2.0	2014.0	190.0	11.0	31.0	53.0	3239.0	-2579.776	199.313	-9021.081
3.0	2014.0	190.0	12.0	16.0	43.0	3239.0	-4036.19	-724.243	-5004.515
4.0	2014.0	190.0	12.0	18.0	11.0	3239.0	-4058.689	-751.035	-4831.349
5.0	2014.0	190.0	13.0	25.0	11.0	3239.0	2503.508	529.61	2327.988
6.0	2014.0	190.0	13.0	27.0	55.0	3239.0	2939.047	690.435	2129.612
7.0	2014.0	190.0	13.0	32.0	58.0	3239.0	3654.686	965.974	1701.784
8.0	2014.0	190.0	13.0	35.0	30.0	3239.0	3973.722	1093.699	1466.797
1.0	2014.0	190.0	19.0	32.0	33.0	3240.0	-2511.346	286.512	-9115.521
2.0	2014.0	190.0	19.0	40.0	24.0	3240.0	-2841.262	127.315	-8574.98
3.0	2014.0	190.0	20.0	14.0	31.0	3240.0	-3968.201	-553.463	-5493.582
4.0	2014.0	190.0	20.0	19.0	21.0	3240.0	-4058.829	-642.265	-4941.136
5.0	2014.0	190.0	21.0	24.0	38.0	3240.0	2059.112	321.445	2486.804
6.0	2014.0	190.0	21.0	27.0	59.0	3240.0	2634.498	513.535	2278.011
7.0	2014.0	190.0	21.0	40.0	49.0	3240.0	4374.099	1148.538	1153.266
8.0	2014.0	190.0	21.0	41.0	48.0	3240.0	4481.12	1190.659	1056.113
1.0	2014.0	191.0	3.0	38.0	12.0	3241.0	-2655.316	275.211	-8877.684
2.0	2014.0	191.0	3.0	49.0	36.0	3241.0	-3121.586	54.001	-8036.975
3.0	2014.0	191.0	4.0	17.0	22.0	3241.0	-3994.457	-476.346	-5409.444
4.0	2014.0	191.0	4.0	21.0	38.0	3241.0	-4074.077	-552.585	-4918.834
5.0	2014.0	191.0	5.0	25.0	23.0	3241.0	1821.292	201.44	2552.146
6.0	2014.0	191.0	5.0	28.0	37.0	3241.0	2402.376	377.298	2374.195
7.0	2014.0	191.0	5.0	39.0	55.0	3241.0	4051.805	923.273	1441.023
8.0	2014.0	191.0	5.0	40.0	5.0	3241.0	4072.115	930.472	1425.16
1.0	2014.0	191.0	11.0	36.0	1.0	3242.0	-2459.677	414.416	-9163.141
2.0	2014.0	191.0	11.0	53.0	35.0	3242.0	-3191.229	90.932	-7885.98
3.0	2014.0	191.0	12.0	17.0	15.0	3242.0	-3952.919	-344.647	-5653.856
4.0	2014.0	191.0	12.0	20.0	14.0	3242.0	-4018.977	-397.569	-5322.84
5.0	2014.0	191.0	13.0	32.0	20.0	3242.0	2687.406	401.599	2263.401
6.0	2014.0	191.0	13.0	34.0	7.0	3242.0	2974.381	486.174	2130.87
7.0	2014.0	191.0	13.0	40.0	54.0	3242.0	3934.898	784.762	1543.967
8.0	2014.0	191.0	13.0	49.0	11.0	3242.0	4866.442	1100.518	731.685
1.0	2014.0	191.0	19.0	34.0	58.0	3243.0	-2305.99	525.284	-9363.238
2.0	2014.0	191.0	19.0	50.0	50.0	3243.0	-2992.143	250.626	-8267.637
3.0	2014.0	191.0	20.0	16.0	19.0	3243.0	-3881.106	-199.645	-5977.927
4.0	2014.0	191.0	20.0	19.0	54.0	3243.0	-3971.309	-261.952	-5593.636
5.0	2014.0	191.0	21.0	35.0	35.0	3243.0	2887.235	390.257	2177.347
6.0	2014.0	191.0	21.0	36.0	48.0	3243.0	3079.211	442.657	2083.094
7.0	2014.0	191.0	21.0	44.0	46.0	3243.0	4175.256	760.154	1374.288
8.0	2014.0	191.0	21.0	46.0	35.0	3243.0	4389.883	826.327	1198.116
1.0	2014.0	192.0	3.0	44.0	47.0	3244.0	-2635.906	454.91	-8858.613
2.0	2014.0	192.0	3.0	53.0	12.0	3244.0	-2994.322	316.473	-8247.518
3.0	2014.0	192.0	4.0	22.0	55.0	3244.0	-3996.16	-183.697	-5492.629
4.0	2014.0	192.0	4.0	24.0	45.0	3244.0	-4036.62	-214.184	-5286.887
5.0	2014.0	192.0	5.0	32.0	12.0	3244.0	1939.768	98.343	2523.512
6.0	2014.0	192.0	5.0	34.0	6.0	3244.0	2288.592	177.627	2419.664
7.0	2014.0	192.0	5.0	44.0	7.0	3244.0	3843.62	566.06	1630.782
8.0	2014.0	192.0	5.0	49.0	42.0	3244.0	4526.128	756.67	1095.882
1.0	2014.0	192.0	11.0	45.0	41.0	3245.0	-2568.823	535.61	-8940.89
2.0	2014.0	192.0	11.0	47.0	10.0	3245.0	-2634.539	513.041	-8839.489
3.0	2014.0	192.0	12.0	24.0	18.0	3245.0	-3980.543	-77.045	-5572.086
4.0	2014.0	192.0	12.0	27.0	50.0	3245.0	-4059.405	-133.897	-5174.842
5.0	2014.0	192.0	13.0	39.0	14.0	3245.0	2818.213	234.946	2214.702
6.0	2014.0	192.0	13.0	41.0	20.0	3245.0	3154.278	309.639	2052.647
7.0	2014.0	192.0	13.0	47.0	32.0	3245.0	4030.963	517.63	1506.267
8.0	2014.0	192.0	13.0	50.0	24.0	3245.0	4383.577	607.133	1231.299
1.0	2014.0	192.0	19.0	42.0	43.0	3246.0	-2322.487	667.835	-9273.382
2.0	2014.0	192.0	19.0	55.0	14.0	3246.0	-2879.365	490.527	-8412.102
3.0	2014.0	192.0	20.0	19.0	52.0	3246.0	-3799.737	120.017	-6262.502
4.0	2014.0	192.0	20.0	31.0	21.0	3246.0	-4087.93	-58.301	-5011.055
5.0	2014.0	192.0	21.0	41.0	16.0	3246.0	2814.588	165.642	2217.94
6.0	2014.0	192.0	21.0	42.0	36.0	3246.0	3031.808	208.111	2117.009
7.0	2014.0	192.0	21.0	49.0	38.0	3246.0	4044.36	421.127	1504.329
8.0	2014.0	192.0	21.0	52.0	14.0	3246.0	4367.188	494.703	1255.308
1.0	2014.0	193.0	3.0	50.0	8.0	3247.0	-2546.199	655.52	-8925.141
2.0	2014.0	193.0	3.0	55.0	54.0	3247.0	-2802.006	579.42	-8518.591
3.0	2014.0	193.0	4.0	23.0	39.0	3247.0	-3843.948	187.356	-6090.855
4.0	2014.0	193.0	4.0	30.0	48.0	3247.0	-4030.347	80.776	-5316.752
5.0	2014.0	193.0	5.0	42.0	17.0	3247.0	2636.645	67.337	2293.476
6.0	2014.0	193.0	5.0	44.0	41.0	3247.0	3035.62	134.489	2116.673
7.0	2014.0	193.0	5.0	51.0	27.0	3247.0	4018.43	315.951	1529.095
8.0	2014.0	193.0	5.0	56.0	37.0	3247.0	4644.314	444.745	1028.812
1.0	2014.0	193.0	11.0	51.0	41.0	3248.0	-2501.586	724.226	-8963.173
2.0	2014.0	193.0	11.0	53.0	21.0	3248.0	-2577.21	704.341	-8849.571
3.0	2014.0	193.0	12.0	29.0	7.0	3248.0	-3930.957	233.897	-5735.951
4.0	2014.0	193.0	12.0	31.0	53.0	3248.0	-4001.217	194.273	-5432.064
5.0	2014.0	193.0	13.0	47.0	1.0	3248.0	3077.559	65.947	2096.835
6.0	2014.0	193.0	13.0	49.0	57.0	3248.0	3526.876	135.029	1853.225
7.0	2014.0	193.0	13.0	56.0	22.0	3248.0	4381.607	280.236	1258.199
8.0	2014.0	193.0	13.0	57.0	12.0	3248.0	4480.928	298.388	1176.81
1.0	2014.0	193.0	19.0	52.0	52.0	3249.0	-2437.846	795.719	-9025.536
2.0	2014.0	193.0	19.0	59.0	26.0	3249.0	-2735.052	724.061	-8568.968
3.0	2014.0	193.0	20.0	29.0	35.0	3249.0	-3876.264	353.327	-5911.636
4.0	2014.0	193.0	20.0	34.0	56.0	3249.0	-4015.71	280.251	-5326.428
5.0	2014.0	193.0	21.0	48.0	37.0	3249.0	2999.333	-19.912	2134.363
6.0	2014.0	193.0	21.0	51.0	57.0	3249.0	3516.197	45.918	1860.343
7.0	2014.0	193.0	21.0	57.0	13.0	3249.0	4234.4	148.089	1377.261
8.0	2014.0	193.0	22.0	1.0	49.0	3249.0	4774.868	234.136	925.726
1.0	2014.0	194.0	3.0	46.0	55.0	3250.0	-2034.214	930.548	-9535.425
2.0	2014.0	194.0	3.0	59.0	3.0	3250.0	-2601.385	816.901	-8747.286
3.0	2014.0	194.0	4.0	35.0	44.0	3250.0	-3973.42	397.892	-5473.656
4.0	2014.0	194.0	4.0	36.0	13.0	3250.0	-3985.44	391.533	-5419.716
5.0	2014.0	194.0	5.0	50.0	34.0	3250.0	2975.03	-97.123	2144.542
6.0	2014.0	194.0	5.0	51.0	59.0	3250.0	3202.546	-74.8	2032.601
7.0	2014.0	194.0	6.0	2.0	8.0	3250.0	4579.068	86.738	1101.485
8.0	2014.0	194.0	6.0	11.0	18.0	3250.0	5509.613	226.797	174.25
1.0	2014.0	194.0	11.0	48.0	41.0	3251.0	-1990.719	984.155	-9556.441
2.0	2014.0	194.0	11.0	58.0	2.0	3251.0	-2433.47	909.006	-8963.02
3.0	2014.0	194.0	12.0	27.0	29.0	3251.0	-3648.723	621.151	-6555.306
4.0	2014.0	194.0	12.0	36.0	10.0	3251.0	-3915.904	518.963	-5658.787
5.0	2014.0	194.0	13.0	55.0	56.0	3251.0	3484.732	-133.418	1876.282
6.0	2014.0	194.0	13.0	57.0	52.0	3251.0	3764.97	-109.615	1705.517
7.0	2014.0	194.0	14.0	1.0	54.0	3251.0	4299.803	-58.811	1327.896
8.0	2014.0	194.0	14.0	7.0	16.0	3251.0	4918.302	9.664	797.321
1.0	2014.0	194.0	19.0	53.0	30.0	3252.0	-2092.473	1016.821	-9392.763
2.0	2014.0	194.0	20.0	1.0	12.0	3252.0	-2455.725	963.04	-8891.934
3.0	2014.0	194.0	20.0	38.0	24.0	3252.0	-3902.517	617.377	-5646.058
4.0	2014.0	194.0	20.0	39.0	30.0	3252.0	-3931.975	604.526	-5525.186
5.0	2014.0	194.0	21.0	58.0	33.0	3252.0	3557.942	-218.041	1830.18
6.0	2014.0	194.0	22.0	2.0	24.0	3252.0	4093.051	-183.728	1479.272
7.0	2014.0	194.0	22.0	6.0	34.0	3252.0	4606.774	-143.876	1075.724
8.0	2014.0	194.0	22.0	10.0	21.0	3252.0	5021.149	-106.207	696.73
1.0	2014.0	195.0	3.0	51.0	9.0	3253.0	-1846.267	1093.604	-9661.035
2.0	2014.0	195.0	4.0	5.0	21.0	3253.0	-2521.494	1013.273	-8751.435
3.0	2014.0	195.0	4.0	36.0	21.0	3253.0	-3760.371	761.763	-6089.34
4.0	2014.0	195.0	4.0	40.0	4.0	3253.0	-3870.64	722.717	-5695.235
5.0	2014.0	195.0	5.0	56.0	31.0	3253.0	2904.569	-325.692	2167.604
6.0	2014.0	195.0	6.0	0.0	3.0	3253.0	3462.878	-312.623	1881.03
7.0	2014.0	195.0	6.0	10.0	26.0	3253.0	4801.972	-250.608	898.629
8.0	2014.0	195.0	6.0	10.0	31.0	3253.0	4811.134	-250.015	890.281
1.0	2014.0	195.0	11.0	56.0	58.0	3254.0	-1994.436	1126.718	-9440.68
2.0	2014.0	195.0	12.0	1.0	49.0	3254.0	-2226.919	1105.815	-9134.271
3.0	2014.0	195.0	12.0	35.0	50.0	3254.0	-3651.331	883.624	-6358.144
4.0	2014.0	195.0	12.0	38.0	43.0	3254.0	-3744.796	857.177	-6063.841
5.0	2014.0	195.0	13.0	59.0	14.0	3254.0	2997.462	-402.232	2119.315
6.0	2014.0	195.0	14.0	2.0	29.0	3254.0	3504.006	-402.77	1851.152
7.0	2014.0	195.0	14.0	10.0	19.0	3254.0	4541.924	-384.749	1117.852
8.0	2014.0	195.0	14.0	11.0	25.0	3254.0	4669.284	-380.58	1008.972
1.0	2014.0	195.0	20.0	0.0	46.0	3255.0	-2042.504	1173.863	-9337.115
2.0	2014.0	195.0	20.0	7.0	42.0	3255.0	-2371.8	1150.83	-8883.082
3.0	2014.0	195.0	20.0	43.0	13.0	3255.0	-3791.415	934.484	-5813.034
4.0	2014.0	195.0	20.0	44.0	29.0	3255.0	-3828.154	922.8	-5676.321
5.0	2014.0	195.0	22.0	2.0	4.0	3255.0	3104.809	-485.027	2060.496
6.0	2014.0	195.0	22.0	4.0	4.0	3255.0	3415.367	-493.431	1894.686
7.0	2014.0	195.0	22.0	12.0	27.0	3255.0	4534.591	-504.603	1113.566
8.0	2014.0	195.0	22.0	21.0	2.0	3255.0	5427.029	-488.291	247.012
1.0	2014.0	196.0	4.0	11.0	13.0	3256.0	-2402.676	1209.922	-8787.071
2.0	2014.0	196.0	4.0	19.0	43.0	3256.0	-2788.063	1183.298	-8160.956
3.0	2014.0	196.0	4.0	46.0	48.0	3256.0	-3805.544	1022.727	-5655.359
4.0	2014.0	196.0	4.0	50.0	4.0	3256.0	-3893.54	993.145	-5291.652
5.0	2014.0	196.0	6.0	3.0	34.0	3256.0	2994.386	-562.117	2107.076
6.0	2014.0	196.0	6.0	6.0	18.0	3256.0	3421.303	-585.467	1882.37
7.0	2014.0	196.0	6.0	14.0	14.0	3256.0	4482.395	-624.707	1143.854
8.0	2014.0	196.0	6.0	16.0	27.0	3256.0	4737.088	-629.704	924.033
1.0	2014.0	196.0	12.0	4.0	14.0	3257.0	-1933.486	1281.368	-9386.309
2.0	2014.0	196.0	12.0	4.0	56.0	3257.0	-1967.337	1281.135	-9342.777
3.0	2014.0	196.0	12.0	48.0	23.0	3257.0	-3758.685	1128.986	-5714.345
4.0	2014.0	196.0	12.0	50.0	13.0	3257.0	-3810.747	1114.367	-5513.412
5.0	2014.0	196.0	14.0	8.0	20.0	3257.0	3394.358	-676.852	1887.28
6.0	2014.0	196.0	14.0	9.0	0.0	3257.0	3493.439	-684.391	1829.598
7.0	2014.0	196.0	14.0	16.0	44.0	3257.0	4511.201	-747.875	1103.688
8.0	2014.0	196.0	14.0	18.0	57.0	3257.0	4762.717	-759.285	883.226
1.0	2014.0	196.0	20.0	10.0	15.0	3258.0	-2082.111	1336.451	-9139.497
2.0	2014.0	196.0	20.0	11.0	25.0	3258.0	-2137.644	1337.041	-9062.892
3.0	2014.0	196.0	20.0	51.0	9.0	3258.0	-3742.944	1226.306	-5644.83
4.0	2014.0	196.0	20.0	53.0	18.0	3258.0	-3802.869	1210.318	-5406.78
5.0	2014.0	196.0	22.0	8.0	8.0	3258.0	3018.397	-730.47	2076.659
6.0	2014.0	196.0	22.0	9.0	46.0	3258.0	3273.739	-758.562	1943.141
7.0	2014.0	196.0	22.0	18.0	37.0	3258.0	4463.687	-868.811	1124.338
8.0	2014.0	196.0	22.0	19.0	32.0	3258.0	4570.183	-876.867	1033.761
1.0	2014.0	197.0	4.0	21.0	25.0	3259.0	-2463.958	1404.726	-8514.928
2.0	2014.0	197.0	4.0	21.0	28.0	3259.0	-2466.238	1404.759	-8511.265
3.0	2014.0	197.0	4.0	55.0	25.0	3259.0	-3765.534	1314.491	-5408.183
4.0	2014.0	197.0	4.0	58.0	2.0	3259.0	-3832.867	1294.928	-5109.634
5.0	2014.0	197.0	6.0	10.0	33.0	3259.0	3047.022	-820.5	2050.725
6.0	2014.0	197.0	6.0	14.0	24.0	3259.0	3622.882	-897.176	1721.914
7.0	2014.0	197.0	6.0	27.0	30.0	3259.0	5161.112	-1059.689	441.765
8.0	2014.0	197.0	6.0	27.0	39.0	3259.0	5175.56	-1060.873	426.471
1.0	2014.0	197.0	12.0	19.0	46.0	3260.0	-2247.014	1464.16	-8785.461
2.0	2014.0	197.0	12.0	21.0	36.0	3260.0	-2331.921	1468.493	-8656.034
3.0	2014.0	197.0	12.0	53.0	42.0	3260.0	-3613.473	1440.091	-5829.747
4.0	2014.0	197.0	12.0	55.0	39.0	3260.0	-3671.778	1429.851	-5618.646
5.0	2014.0	197.0	14.0	11.0	48.0	3260.0	2886.933	-882.093	2117.246
6.0	2014.0	197.0	14.0	14.0	30.0	3260.0	3305.999	-951.947	1896.741
7.0	2014.0	197.0	14.0	20.0	28.0	3260.0	4123.347	-1075.976	1351.824
8.0	2014.0	197.0	14.0	23.0	41.0	3260.0	4508.348	-1128.311	1037.626
1.0	2014.0	197.0	20.0	10.0	1.0	3261.0	-1636.548	1471.548	-9553.6
2.0	2014.0	197.0	20.0	11.0	11.0	3261.0	-1693.13	1477.76	-9483.436
3.0	2014.0	197.0	21.0	0.0	4.0	3261.0	-3692.089	1520.54	-5364.683
4.0	2014.0	197.0	21.0	4.0	24.0	3261.0	-3799.638	1492.139	-4862.243
5.0	2014.0	197.0	22.0	9.0	22.0	3261.0	2085.303	-800.668	2427.567
6.0	2014.0	197.0	22.0	12.0	39.0	3261.0	2655.957	-921.591	2210.918
7.0	2014.0	197.0	22.0	23.0	24.0	3261.0	4193.638	-1209.158	1270.997
8.0	2014.0	197.0	22.0	24.0	9.0	3261.0	4284.053	-1224.173	1198.001
1.0	2014.0	198.0	4.0	13.0	33.0	3262.0	-1658.945	1526.68	-9469.554
2.0	2014.0	198.0	4.0	13.0	36.0	3262.0	-1661.356	1527.01	-9466.513
3.0	2014.0	198.0	5.0	2.0	16.0	3262.0	-3646.914	1624.443	-5357.209
4.0	2014.0	198.0	5.0	5.0	42.0	3262.0	-3734.212	1604.987	-4961.008
5.0	2014.0	198.0	6.0	15.0	51.0	3262.0	2806.58	-1038.497	2127.706
6.0	2014.0	198.0	6.0	18.0	1.0	3262.0	3143.261	-1114.979	1953.404
7.0	2014.0	198.0	6.0	29.0	34.0	3262.0	4622.101	-1416.565	868.84
8.0	2014.0	198.0	6.0	31.0	29.0	3262.0	4823.221	-1452.701	675.762
1.0	2014.0	198.0	12.0	11.0	53.0	3263.0	-1428.172	1542.329	-9695.134
2.0	2014.0	198.0	12.0	16.0	52.0	3263.0	-1668.283	1582.927	-9397.389
3.0	2014.0	198.0	12.0	59.0	48.0	3263.0	-3461.243	1742.818	-5862.108
4.0	2014.0	198.0	13.0	3.0	32.0	3263.0	-3572.385	1731.868	-5454.751
